RequirementId;CaseId;DocumentId;PdfViewUrl;PdfOpenLinkSv;PdfOpenLinkEn;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-001089;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupp202tzcuqwtksamcb4;http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;Farligt avfall och kemikalier ska förvaras invallat, invallningen ska rymma 100% av den störta behållarens volym plus 10% av övriga behållares totala volym.;SKA;;;Arlig;;Vid mellanlagring av avfall;;22 23 70;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001090;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupp202tzcuqwtksamcb4;http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Vatten behöver tillföras vissa produkter för att rätt fukthalt ska bibehållas så något överskott på dagvatten räknar vi inte med att få inom verksamheten.;Vatten behöver tillföras vissa produkter för att rätt fukthalt ska bibehållas så något överskott på dagvatten räknar vi inte med att få inom verksamheten.;SKA;;;;;Vid nederbord och avrinning;;22 23 70;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001091;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupp202tzcuqwtksamcb4;http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupp202tzcuqwtksamcb4/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;Jag fick även följande synpunkter från Borås Energi & Miljö som önskar svar / förtydligande på följande fråga: Området ligger inom sekundär zon för Öresjö vattenskyddsområde och det är därför viktigt att verksamheten anpassas för att minimera riskerna för påverkan på vattentäkten.;Jag fick även följande synpunkter från Borås Energi & Miljö som önskar svar / förtydligande på följande fråga: Området ligger inom sekundär zon för Öresjö vattenskyddsområde och det är därför viktigt att verksamheten anpassas för att minimera riskerna för påverkan på vattentäkten.;SKA;;;;;Vid risk for incident;;22 23 70;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001092;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoz02twcuqw1s4jb2q1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LagringsvolymTid;Maxmangd;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 2, 3, 4 och 5 i föreläggandet.;Bland annat ska typer och mängder av avfall som behandlas och lagras regleras vilket har gjorts i punkt 2, 3, 4 och 5 i föreläggandet.;SKA;;;;Forelaggande vid brist;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001093;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoz02twcuqw1s4jb2q1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Avfall som misstänks vara förorenat ska förvaras separat och får inte blandas med annat avfall innan provtagning och analysresultat är klara.;Avfall som misstänks vara förorenat ska förvaras separat och får inte blandas med annat avfall innan provtagning och analysresultat är klara.;SKA;;;;Driftbegransning vid avvikelse;Lopande drift;;35 30 00;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001094;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoz02twcuqw1s4jb2q1;http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoz02twcuqw1s4jb2q1/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Rutinen för mottagningskontroll ska lämnas in till Miljöförvaltningen innan avfall börjar att tas emot vid anläggningen.;Rutinen för mottagningskontroll ska lämnas in till Miljöförvaltningen innan avfall börjar att tas emot vid anläggningen.;SKA;;;;;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001095;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupow02ttcuqwiwo2a9h7;http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;BOR;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001096;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupow02ttcuqwiwo2a9h7;http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;• En beskrivning av den verksamhet som ska bedrivas och vilka miljö- och hälsorisker som kan uppstå i eller i anslutning till verksamheten.;• En beskrivning av den verksamhet som ska bedrivas och vilka miljö- och hälsorisker som kan uppstå i eller i anslutning till verksamheten.;SKA;;;;;Vid risk for incident;;35 30 00;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001097;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupow02ttcuqwiwo2a9h7;http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupow02ttcuqwiwo2a9h7/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;SKA;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001098;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupot02tqcuqw6efar0yd;http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Miljöförvaltningen POSTADRESS 501 80 Borås BESÖKSADRESS Sturegatan 42 WEBBPLATS boras.se E-POST miljo@boras.se TELEFON 033-35 30 00 BESLUT Sida 1(4) Datum 2025-04-10 Dnr 2025-1207 John Glamheden, 033-35 30 05 john.glamheden@boras.se AB FRISTADS EXPRESSBYRÅ Expressvägen 6 51332 Fristad Föreläggande om försiktighetsåtgärder för avfallsverksamhet Fastighetsbeteckning och adress Borås Borgstena 3:100, Herrljunga Mollaryd 5:14 Miljö- och konsumentnämnden beslutar att förelägga verksamheten AB Fristads Expressbyrå, med org.;Miljöförvaltningen POSTADRESS 501 80 Borås BESÖKSADRESS Sturegatan 42 WEBBPLATS boras.se E-POST miljo@boras.se TELEFON 033-35 30 00 BESLUT Sida 1(4) Datum 2025-04-10 Dnr 2025-1207 John Glamheden, 033-35 30 05 john.glamheden@boras.se AB FRISTADS EXPRESSBYRÅ Expressvägen 6 51332 Fristad Föreläggande om försiktighetsåtgär;BOR;;2025-04-10;;Forelaggande vid brist;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001099;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupot02tqcuqw6efar0yd;http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Provtagningen ska vara genomförd så att den ger en representativ bild av eventuell föroreningshalt för avfallet 8.;Provtagningen ska vara genomförd så att den ger en representativ bild av eventuell föroreningshalt för avfallet 8.;SKA;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001100;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupot02tqcuqw6efar0yd;http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupot02tqcuqw6efar0yd/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;För att minimera risken för spridning av föroreningar så ska avfall som hanteras vara karaktäriserat vid mottagningen.;För att minimera risken för spridning av föroreningar så ska avfall som hanteras vara karaktäriserat vid mottagningen.;SKA;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001101;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoo02tkcuqwj2ttaeuj;http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Miljöförvaltningen POSTADRESS 501 80 Borås BESÖKSADRESS Sturegatan 42 WEBBPLATS boras.se E-POST miljo@boras.se TELEFON 033-35 30 00 BESLUT Sida 1(8) Datum 2025-02-11 Dnr 2024-4313 Sofia Kraft, 033-35 31 13 sofia.kraft@boras.se AB FRISTADS EXPRESSBYRÅ Expressvägen 6 51332 Fristad Föreläggande om skyddsåtgärder för krossverksamhet samt förbud mot avfallsverksamhet Fastighetsbeteckning och adress Herrljunga Mollaryd 5:14 och Borås Borgstena 3:100 Stommen Grusgropen 1 Beslut Miljö-och konsumentnämnden beslutar att AB Fristads Expressbyrå med org.;Miljöförvaltningen POSTADRESS 501 80 Borås BESÖKSADRESS Sturegatan 42 WEBBPLATS boras.se E-POST miljo@boras.se TELEFON 033-35 30 00 BESLUT Sida 1(8) Datum 2025-02-11 Dnr 2024-4313 Sofia Kraft, 033-35 31 13 sofia.kraft@boras.se AB FRISTADS EXPRESSBYRÅ Expressvägen 6 51332 Fristad Föreläggande om skyddsåtgärder för kross;BOR;;2025-02-11;;Forbud;Alltid;;35 30 00;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001102;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoo02tkcuqwj2ttaeuj;http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;De framför också att det är olämpligt att ta emot avfall och hantera det på fastigheterna då de ligger på genomsläpplig mark och utgör ett hot mot vattenförekomsten som många av de närboende får sitt dricksvatten ifrån samt att det riskerar att förorena Nossan som rinner ca 20 meter bort från verksamhetsområdet.;De framför också att det är olämpligt att ta emot avfall och hantera det på fastigheterna då de ligger på genomsläpplig mark och utgör ett hot mot vattenförekomsten som många av de närboende får sitt dricksvatten ifrån samt att det riskerar att förorena Nossan som rinner ca 20 meter bort från verksamhetsområdet.;BOR;;;;;Vid risk for incident;;35 30 00;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001103;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE610000;cmm4yupoo02tkcuqwj2ttaeuj;http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoo02tkcuqwj2ttaeuj/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;Spill av petroleumprodukter ska omhändertas som farligt avfall.;Spill av petroleumprodukter ska omhändertas som farligt avfall.;SKA;;;Arlig;;Vid risk for incident;;35 30 00;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001104;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoi02tecuqwcxfb7ykc;http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;Vatten: Vad gäller vatten och avlopp bör uppdelning ske på processvatten, sanitärt vatten och dagvatten.;BOR;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001105;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoi02tecuqwcxfb7ykc;http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;Riskhantering;Riskkontroll;• En beskrivning av den verksamhet som ska bedrivas och vilka miljö- och hälsorisker som kan uppstå i eller i anslutning till verksamheten.;• En beskrivning av den verksamhet som ska bedrivas och vilka miljö- och hälsorisker som kan uppstå i eller i anslutning till verksamheten.;SKA;;;;;Vid risk for incident;;35 30 00;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001106;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupoi02tecuqwcxfb7ykc;http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupoi02tecuqwcxfb7ykc/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;Redogör för planerad verksamhet och åtgärder i tekniskt hänseende som råvaror, produktionsmetoder, produktionskapacitet/producerad mängd, kemikaliehantering, kapacitet, emissioner, reningsanläggning, driftförhållanden, energiförbrukning m.m.;SKA;;;;;Vid nederbord och avrinning;;35 30 00;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001107;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupog02tbcuqw2gywtdnq;http://localhost:8787/api/admin/requirements/documents/cmm4yupog02tbcuqw2gywtdnq/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupog02tbcuqw2gywtdnq/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupog02tbcuqw2gywtdnq/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;LagringsvolymTid;Maxmangd;Det har under handläggningen av ärendet framkommit att 300 stubbar motsvarar ca 75 m3 fast mått eller 300 m3 löst mått vilket innebär att de mängder som ska flisas ligger under den anmälningspliktiga nivån.;Det har under handläggningen av ärendet framkommit att 300 stubbar motsvarar ca 75 m3 fast mått eller 300 m3 löst mått vilket innebär att de mängder som ska flisas ligger under den anmälningspliktiga nivån.;SKA;;;;;Alltid;;35 30 04;;;Nej;Nej;Nej;Nej;4;Avfallsmangder och lagringstid;Avfallsforteckning;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-001108;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087AE620000;cmm4yupod02t8cuqw7z4ge4fe;http://localhost:8787/api/admin/requirements/documents/cmm4yupod02t8cuqw7z4ge4fe/view;"=HYPERLÄNK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupod02t8cuqw7z4ge4fe/view"";""Öppna PDF"")";"=HYPERLINK(""http://localhost:8787/api/admin/requirements/documents/cmm4yupod02t8cuqw7z4ge4fe/view"",""Open PDF"")";cmm55w57p0004cuisfrtpqly8;Informationskrav;DriftEgenkontroll;Journalforing;Provtagning kommer ske genom samlingsprov med ett intervall om 1500m³ Mottagningsdokument för karakterisering av massorna kommer kravställas på de som tippar på platsen.;Provtagning kommer ske genom samlingsprov med ett intervall om 1500m³ Mottagningsdokument för karakterisering av massorna kommer kravställas på de som tippar på platsen.;SKA;;;;;Lopande drift;;;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;LOW;AUTO;Nej;;;;
