RequirementId;CaseId;DocumentId;ProjectId;KravkallaTyp;Kravkategori;Kravsubkategori;KravtextCitat;TolkadKravtext;Kravniva;RattsligHanvisning;Tidsfrist;Kontrollfrekvens;SanktionEllerKonsekvens;UtlosandeVillkor;Avfallsslag;EWC;MaxMangdTon;MaxLagringstid;KopplingKonstruktion;KopplingLakvatten;KopplingKontrollprogram;KopplingRisk;Mallavsnitt;KommunBlankettFalt;BilagaSomStods;MinimikravJaNej;KommunspecifiktJaNej;StatusIAnmalan;Kommentar;Kodningssakerhet;Verifieringsstatus;VerifieradJaNej;VerifieradAv;VerifieradDatum;Feltyp;ValideringsKommentar
KRAV-AUTO-000054;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5EE0000;cmm4yumvl003wcuqwuzlxnesd;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Här kommer våra avfallskoder Leveransadress: -- 3 of 5 -- Köpmansgatan 99 953 33 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund krister@asplundslast.se 0705221401 Faktura: fakturor@asplundslast.se Kirveskarivägen 96 953 92 Haparanda Från: Natalie Öman <Natalie.Oman@haparanda.se> Skickat: den 24 november 2025 13:36 Till: Krister Asplund <krister@asplundslast.se> Kopia: Mia Jakobsson <Miia.Jakobsson@haparanda.se> Ämne: Avfallskoder Hej Krister Här får du mailet med information om vad du ska komplettera med.;Här kommer våra avfallskoder Leveransadress: -- 3 of 5 -- Köpmansgatan 99 953 33 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund krister@asplundslast.se 0705221401 Faktura: fakturor@asplundslast.se Kirveskarivägen 96 953 92 Haparanda Från: Natalie Öman <Natalie.Oman@haparanda.se> Skickat: den 24 november 2025 13:;SKA;;;;;Alltid;;556469;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000055;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5EE0000;cmm4yumvl003wcuqwuzlxnesd;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;TransportLogistik;Transportvagar;Ibland kommer det metaller som vi lagrar för vidare transport till metallåtervinings anläggning, till exempel räls från järnväg, ståltrummor från vägar och övrigt rivet järnmaterial Kirveskarivägen 96 953 92 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund -- 2 of 5 -- krister@asplundslast.se 0705221401 Från: Natalie Öman <Natalie.Oman@haparanda.se> Skickat: Thursday, November 27, 2025 1:41:00 PM Till: Krister Asplund <krister@asplundslast.se> Kopia: Mia Jakobsson <Miia.Jakobsson@haparanda.se> Ämne: Sv: Avfallskoder Hej Tack för detta!;Ibland kommer det metaller som vi lagrar för vidare transport till metallåtervinings anläggning, till exempel räls från järnväg, ståltrummor från vägar och övrigt rivet järnmaterial Kirveskarivägen 96 953 92 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund -- 2 of 5 -- krister@asplundslast.se 0705221401 Från: Nata;SKA;;;;;Vid transporter;;556469;;;Nej;Nej;Nej;Ja;9;Transporter och logistik;Trafikplan;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000056;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy20068cuqw8jecwk4u;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;-- 3 of 5 -- 4 Kontrollprogram Provtagning och analys av lakvatten från deponin skall utföras två gånger per år (Tabell 1).;-- 3 of 5 -- 4 Kontrollprogram Provtagning och analys av lakvatten från deponin skall utföras två gånger per år (Tabell 1).;SKA;;;;;Vid nederbord och avrinning;;556555;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000057;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy20068cuqw8jecwk4u;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DagvattenLakvatten;Uppsamling;Deponin skall enligt beslut med Dnr 2009/0386 ha en provtagningsplan för kontroll av lakvatten.;Deponin skall enligt beslut med Dnr 2009/0386 ha en provtagningsplan för kontroll av lakvatten.;SKA;;;;;Vid nederbord och avrinning;;556555;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000058;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy20068cuqw8jecwk4u;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;DriftEgenkontroll;Journalforing;Kontrollprogrammet skall revideras vart tredje år.;Kontrollprogrammet skall revideras vart tredje år.;SKA;;;;;Lopande drift;;556555;;;Nej;Nej;Ja;Nej;7;Egenkontrollrutiner;Egenkontrollprogram;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000059;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumxj005ncuqwcvbtnwbe;cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Allt avfall som används ska vara ”rent” och får inte innehålla några föroreningar som kan innebära att föroreningsrisken inte endast är ringa.;Allt avfall som används ska vara ”rent” och får inte innehålla några föroreningar som kan innebära att föroreningsrisken inte endast är ringa.;SKA;;;;Driftbegransning vid avvikelse;Vid nederbord och avrinning;;27 2024;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000060;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumxj005ncuqwcvbtnwbe;cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;• Om det använda avfallet behöver flyttas bort i framtiden ska det omhändertas på en godkänd avfallsanläggning eller användas för anläggningsändamål på annan plats efter anmälan till tillsynsmyndigheten.;• Om det använda avfallet behöver flyttas bort i framtiden ska det omhändertas på en godkänd avfallsanläggning eller användas för anläggningsändamål på annan plats efter anmälan till tillsynsmyndigheten.;SKA;;;;;Vid mellanlagring av avfall;;27 2024;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000061;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumxj005ncuqwcvbtnwbe;cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Förutsättningarna för att avfallet ska få användas är att syftet är anläggningsändamål och föroreningsrisken är liten.;Förutsättningarna för att avfallet ska få användas är att syftet är anläggningsändamål och föroreningsrisken är liten.;SKA;;;;;Vid nederbord och avrinning;;27 2024;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000062;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumvs0042cuqw49d8jgsb;cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;"15 01 01) | Mängd (ton) Bilaga:4, avfallsförordningen 2011:927 = I went platta JO Uppgifter om avfallet Syftet med uppläggningen av avfallet Bredda en os da djo/lceh Beskriv kortfattat hur materialet kommer att användas och hur anläggningsarbetet ska utföras P lanen oas vt Så vänd plan blin SLörpre, Tidplan och arbetstider, ange start- och slutdatum Ö > 20 me a 3/12 -24- 2 7 Fyllnadshöjd (m) Avfallets ursprung em & nh k j Jo ""4 6 oe = Om avfallet kommer från rivning av byggnad, vad har byggnaden tidigare använts till?";15 01 01) | Mängd (ton) Bilaga:4, avfallsförordningen 2011:927 = I went platta JO Uppgifter om avfallet Syftet med uppläggningen av avfallet Bredda en os da djo/lceh Beskriv kortfattat hur materialet kommer att användas och hur anläggningsarbetet ska utföras P lanen oas vt Så vänd plan blin SLörpre, Tidplan och arbetst;SKA;;;;;Vid mellanlagring av avfall;;15 01 01;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000063;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumvs0042cuqw49d8jgsb;cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Oman Jögsgar 25 Beskriv vilken behandling som ska ske av avfallet innan användning, t.ex.;Oman Jögsgar 25 Beskriv vilken behandling som ska ske av avfallet innan användning, t.ex.;SKA;;;;;Alltid;;;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000064;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumvs0042cuqw49d8jgsb;cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Beskriv om särskilda skyddsåtgärder ska vidtas för att minimera risken för att föroreningar sprids.;Beskriv om särskilda skyddsåtgärder ska vidtas för att minimera risken för att föroreningar sprids.;SKA;;;;;Vid nederbord och avrinning;;;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000065;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5EE0000;cmm4yumvf003qcuqwql1iswbe;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Här kommer våra avfallskoder Leveransadress: Köpmansgatan 99 953 33 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund krister@asplundslast.se 0705221401 Faktura: fakturor@asplundslast.se Kirveskarivägen 96 953 92 Haparanda Från: Natalie Öman <Natalie.Oman@haparanda.se> Skickat: den 24 november 2025 13:36 Till: Krister Asplund <krister@asplundslast.se> Kopia: Mia Jakobsson <Miia.Jakobsson@haparanda.se> Ämne: Avfallskoder Hej Krister Här får du mailet med information om vad du ska komplettera med.;Här kommer våra avfallskoder Leveransadress: Köpmansgatan 99 953 33 Haparanda Org nr 556469-0187 Kontakt: Krister Asplund krister@asplundslast.se 0705221401 Faktura: fakturor@asplundslast.se Kirveskarivägen 96 953 92 Haparanda Från: Natalie Öman <Natalie.Oman@haparanda.se> Skickat: den 24 november 2025 13:36 Till: Kris;SKA;;;;;Alltid;;556469;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000066;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumwt004zcuqwyk3bvtfw;cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Allt avfall som används ska vara ”rent” och får inte innehålla några föroreningar som kan innebära att föroreningsrisken inte endast är ringa.;Allt avfall som används ska vara ”rent” och får inte innehålla några föroreningar som kan innebära att föroreningsrisken inte endast är ringa.;SKA;;;;Driftbegransning vid avvikelse;Vid nederbord och avrinning;;02 2024;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000067;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumwt004zcuqwyk3bvtfw;cmm55w57p0004cuisfrtpqly8;Informationskrav;Ytkonstruktion;Tat yta;• Om det använda avfallet behöver flyttas bort i framtiden ska det omhändertas på en godkänd avfallsanläggning eller användas för anläggningsändamål på annan plats efter anmälan till tillsynsmyndigheten.;• Om det använda avfallet behöver flyttas bort i framtiden ska det omhändertas på en godkänd avfallsanläggning eller användas för anläggningsändamål på annan plats efter anmälan till tillsynsmyndigheten.;SKA;;;;;Vid mellanlagring av avfall;;02 2024;;;Ja;Nej;Nej;Nej;5;Teknisk beskrivning av platta;Teknisk ritning platta;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000068;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumwt004zcuqwyk3bvtfw;cmm55w57p0004cuisfrtpqly8;Informationskrav;DagvattenLakvatten;Uppsamling;Förutsättningarna för att avfallet ska få användas är att syftet är anläggningsändamål och föroreningsrisken är liten.;Förutsättningarna för att avfallet ska få användas är att syftet är anläggningsändamål och föroreningsrisken är liten.;SKA;;;;;Vid nederbord och avrinning;;02 2024;;;Nej;Ja;Ja;Nej;6;Lakvattenhantering;Flodesschema dagvatten-lakvatten;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000069;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1E10000;cmm4yumxo005tcuqwriyqkzvz;cmm55w57p0004cuisfrtpqly8;Informationskrav;MiljopaverkanForsiktighet;Skyddsatgarder;Västerviks kommun, Miljö- och byggnadskontoret, 593 80 Västervik, Besöksadress Lunnargatan 1 Växel 010-355 40 00, E-post: mbn@vastervik.se Webbplats: www.vastervik.se DELEGATIONSBESLUT Diarienummer 2024-10-09 2024-1499 Beslutsnummer MILJÖ- OCH BYGGNADSKONTORET 2024-748 Kanonaden Entreprenad AB Dichmansgatan 20 59332 Västervik Västervik 3:1 – Förbud att anmäld miljöfarlig verksamhet inte får påbörjas förrän miljö- och byggnadsnämnden fattat beslut i ärendet Beslut Miljö- och byggnadsnämnden beslutar att den anmälda miljöfarliga verksamheten, i form av mellanlagring av massor från arbete på Stora Trädgårdsgatan, på fastigheten Västervik 3:1 tills vidare inte får påbörjas.;Västerviks kommun, Miljö- och byggnadskontoret, 593 80 Västervik, Besöksadress Lunnargatan 1 Växel 010-355 40 00, E-post: mbn@vastervik.se Webbplats: www.vastervik.se DELEGATIONSBESLUT Diarienummer 2024-10-09 2024-1499 Beslutsnummer MILJÖ- OCH BYGGNADSKONTORET 2024-748 Kanonaden Entreprenad AB Dichmansgatan 20 59332 Vä;BOR;FMH;2024-10-09;Arlig;Forbud;Alltid;;09 2024;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-000070;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy00065cuqwb9q5fm5z;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;Riskhantering;Riskkontroll;Det organiska och brännbara avfallet som lämnas på plats riskerar att orsaka lukter till närboende.;Det organiska och brännbara avfallet som lämnas på plats riskerar att orsaka lukter till närboende.;SKA;;;;;Vid risk for incident;;;;;Nej;Nej;Ja;Ja;8;Riskhantering;Risk-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
KRAV-AUTO-000071;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B1DD0000;cmm4yumy00065cuqwb9q5fm5z;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Uppgifter om det farliga avfallet registreras i Naturvårdsverkets elektroniska register.;Uppgifter om det farliga avfallet registreras i Naturvårdsverkets elektroniska register.;SKA;Naturvardsverket;;Arlig;;Alltid;;;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;HIGH;AUTO;Nej;;;;
KRAV-AUTO-000072;ADMIN-INDEX-2026-02-27-00000000125C043F57453246863FE664CAFE6A3F0700950291EA24F0614FB6ACEDB12BF0E31D00000000010C0000950291EA24F0614FB6ACEDB12BF0E31D00002087B5F30000;cmm4yumv4003hcuqw0spjrgud;cmm55w57p0004cuisfrtpqly8;Beslutsvillkor;MiljopaverkanForsiktighet;Skyddsatgarder;Från: Händel, Nike (Skövde) SWE <nike.handel@heidelbergmaterials.com> Skickat: 2026-01-26 22:35 Till: Händel, Nike (Skövde) SWE <nike.handel@heidelbergmaterials.com> Ämne: 0840-106 Från: Lotta Rundberg <Lotta.Rundberg@morbylanga.se> Skickat: den 17 juni 2025 13:22 Till: Händel, Nike (Skövde) SWE <nike.handel@heidelbergmaterials.com> Ämne: Sv: 0840-106 Hej Nike Enligt 43§ i Naturvårdsverkets föreskrifter NFS 2004:10 om deponering, kriterier och förfaranden för mottagning av avfall vid anläggningar för deponering av avfall så ska sättningar i deponin mätas årligen under deponins aktiva fas.;Från: Händel, Nike (Skövde) SWE <nike.handel@heidelbergmaterials.com> Skickat: 2026-01-26 22:35 Till: Händel, Nike (Skövde) SWE <nike.handel@heidelbergmaterials.com> Ämne: 0840-106 Från: Lotta Rundberg <Lotta.Rundberg@morbylanga.se> Skickat: den 17 juni 2025 13:22 Till: Händel, Nike (Skövde) SWE <nike.handel@heidelberg;SKA;Naturvardsverket;2026-01-26;Arlig;;Alltid;;2025 13;;;Nej;Nej;Nej;Nej;10;Miljopaverkan och forsiktighetsmatt;Miljo-PM;Nej;Nej;Ej behandlad;AUTO_GENERERAD. Verifiera citat mot kallfil.;MEDIUM;AUTO;Nej;;;;
